Map			Zone																																																																									Connections								
				Type					Restrictions				Player towns					Neutral towns					Town types									Minimum mines							Mine Density							Terrain									Monsters												Treasure									Zones					Restrictions			
			13					40	1	8	2	8						1		4			x	x	x	x	x	x	x	x	x	1	1	1					2	2	2					x									avg		x	x	x	x	x	x	x	x	x	x	6000	12000	1	3000	6000	6	500	3000	9	6	41	3000			1	8	2	8
			14					40	1	8	2	8						1		4			x	x	x	x	x	x	x	x	x	1		1	1				2		2	2				x									avg		x	x	x	x	x	x	x	x	x	x	6000	12000	1	3000	6000	6	500	3000	9	7	42	3000			1	8	2	8
			15					40	1	8	2	8						1		4			x	x	x	x	x	x	x	x	x	1		1		1			2		2		2			x									avg		x	x	x	x	x	x	x	x	x	x	6000	12000	1	3000	6000	6	500	3000	9	7	47	3000			1	8	2	8
			16					40	1	8	2	8						1		4			x	x	x	x	x	x	x	x	x	1		1			1		2		2			2		x									avg		x	x	x	x	x	x	x	x	x	x	6000	12000	1	3000	6000	6	500	3000	9	7	48	3000			1	8	2	8
			17					40	1	8	2	8																					1							2							x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	20000	30000	1	10000	20000	6	7500	10000	9	9	19	6000			1	8	2	8
			18					40	1	8	2	8																							1							2					x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	20000	30000	1	10000	20000	6	7500	10000	9	9	20	6000			1	8	2	8
			19					40	1	8	2	8																								1							2				x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	20000	30000	1	10000	20000	6	7500	10000	9	10	21	6000			1	8	2	8
			20					40	1	8	2	8																									1							2			x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	20000	30000	1	10000	20000	6	7500	10000	9	10	22	6000			1	8	2	8
			21					40	1	8	2	8																					1							2							x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	20000	30000	1	10000	20000	6	7500	10000	9	11	25	6000			1	8	2	8
			22					40	1	8	2	8																							1							2					x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	20000	30000	1	10000	20000	6	7500	10000	9	11	26	6000			1	8	2	8
			23					40	1	8	2	8																								1							2				x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	20000	30000	1	10000	20000	6	7500	10000	9	12	31	6000			1	8	2	8
			24					40	1	8	2	8																									1							2			x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	20000	30000	1	10000	20000	6	7500	10000	9	12	32	6000			1	8	2	8
			25					40	1	8	2	8																					1							2							x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	20000	30000	1	10000	20000	6	7500	10000	9	13	33	6000			1	8	2	8
			26					40	1	8	2	8																							1							2					x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	20000	30000	1	10000	20000	6	7500	10000	9	13	34	6000			1	8	2	8
			27					40	1	8	2	8																								1							2				x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	20000	30000	1	10000	20000	6	7500	10000	9	14	39	6000			1	8	2	8
			28					40	1	8	2	8																									1							2			x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	20000	30000	1	10000	20000	6	7500	10000	9	14	40	6000			1	8	2	8
			29					40	1	8	2	8																					1							2							x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	20000	30000	1	10000	20000	6	7500	10000	9	15	43	6000			1	8	2	8
			30					40	1	8	2	8																							1							2					x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	20000	30000	1	10000	20000	6	7500	10000	9	15	44	6000			1	8	2	8
			31					40	1	8	2	8																								1							2				x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	20000	30000	1	10000	20000	6	7500	10000	9	16	45	6000			1	8	2	8
			32					40	1	8	2	8																									1							2			x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	20000	30000	1	10000	20000	6	7500	10000	9	16	46	6000			1	8	2	8
			33					40	1	8	2	8																					1							2							x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	20000	30000	1	10000	20000	6	7500	10000	9	17	25	3000			1	8	2	8
			34					40	1	8	2	8																							1							2					x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	20000	30000	1	10000	20000	6	7500	10000	9	18	19	3000			1	8	2	8
			35					40	1	8	2	8																								1							2				x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	20000	30000	1	10000	20000	6	7500	10000	9	20	21	3000			1	8	2	8
			36					40	1	8	2	8																									1							2			x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	20000	30000	1	10000	20000	6	7500	10000	9	20	28	3000			1	8	2	8
			37					40	1	8	2	8																					1							2							x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	20000	30000	1	10000	20000	6	7500	10000	9	21	29	3000			1	8	2	8
			38					40	1	8	2	8																							1							2					x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	20000	30000	1	10000	20000	6	7500	10000	9	22	23	3000			1	8	2	8
			39					40	1	8	2	8																								1							2				x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	20000	30000	1	10000	20000	6	7500	10000	9	24	32	3000			1	8	2	8
			40					40	1	8	2	8																									1							2			x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	20000	30000	1	10000	20000	6	7500	10000	9	26	27	3000			1	8	2	8
			41					40	1	8	2	8																					1							2							x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	20000	30000	1	10000	20000	6	7500	10000	9	26	34	3000			1	8	2	8
			42					40	1	8	2	8																							1							2					x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	20000	30000	1	10000	20000	6	7500	10000	9	30	31	3000			1	8	2	8
			43					40	1	8	2	8																								1							2				x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	20000	30000	1	10000	20000	6	7500	10000	9	31	39	3000			1	8	2	8
			44					40	1	8	2	8																									1							2			x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	20000	30000	1	10000	20000	6	7500	10000	9	33	41	3000			1	8	2	8
			45					40	1	8	2	8																					1							2							x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	20000	30000	1	10000	20000	6	7500	10000	9	34	35	3000			1	8	2	8
			46					40	1	8	2	8																							1							2					x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	20000	30000	1	10000	20000	6	7500	10000	9	36	44	3000			1	8	2	8
			47					40	1	8	2	8																								1							2				x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	20000	30000	1	10000	20000	6	7500	10000	9	37	45	3000			1	8	2	8
			48					40	1	8	2	8																									1							2			x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	20000	30000	1	10000	20000	6	7500	10000	9	38	39	3000			1	8	2	8
																																																																												40	48	3000			1	8	2	8
																																																																												42	43	3000			1	8	2	8
																																																																												44	45	3000			1	8	2	8
																																																																												46	47	3000			1	8	2	8
